"instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
56649,"Georg Philipp Telemann","Trio in B Minor, TWV 42:h6: IV. Allegro",8,0.883,0.436,141840,0.233,0.181,"A#",0.121,-16.219,"Minor",0.0416,124.506,"4-Apr",0.556,"Classical"
68695,"North Mississippi Allstars","Long Haired Doney",35,0.186,0.573,279640,0.789,0.835,"C",0.189,-10.482,"Major",0.0371,96.125,"4-Apr",0.773,"Blues"
27508,"Trey Songz","Na Na",63,0.328,0.67,231907,0.476,0,"A",0.104,-6.253,"Minor",0.0406,96.975,"4-Apr",0.235,"Rap"
72494,"empty_field","You Can Have Her",32,0.473,0.489,165933,0.706,0,"D#",0.621,-12.636,"Major",0.057,101.593,"4-Apr",0.638,"Blues"
74364,"Gabriel Fauré","Après un rêve, Op. 7, No. 1",57,0.991,0.187,160227,0.0306,0.968,"F",0.0979,-27.399,"Minor",0.0404,96.639,"4-Apr",0.036,"Classical"
33202,"Dirty Audio","Run & Go",29,0.089,0.667,179200,0.902,0.000234,"D#",0.183,-3.637,"Minor",0.272,150.047,"4-Apr",0.487,"Electronic"
59331,"Clarence ""Gatemouth"" Brown","Long Way Home",37,0.91,0.728,338333,0.054,0.048,"B",0.12,-22.557,"Minor",0.038,78.033,"4-Apr",0.425,"Blues"
55162,"TOUYU","Hitorinbo Envy",18,0.185,0.648,208347,0.766,2.79e-06,"B",0.0572,-3.509,"Major",0.03,132.008,"4-Apr",0.825,"Anime"
75615,"Alex Wiley","Vibration (Extended Version)",52,0.0442,0.599,242755,0.817,0,"C#",0.115,-5.498,"Major",0.0779,136.32,"4-Apr",0.494,"Hip-Hop"
74243,"Frédéric Chopin","Chopin : Nocturne No.5 in F sharp minor Op.15 No.2",49,0.993,0.34,-1,0.015,0.886,"F#",0.0859,-29.435,"Major",0.0436,130.822,"4-Apr",0.135,"Classical"
77659,"Wolfgang Amadeus Mozart","Sonata No. 14 in C Minor, K. 457: III. Allegro assai",19,0.978,0.406,348093,0.0815,0.856,"C",0.137,-25.765,"Minor",0.0394,102.124,"4-Apr",0.204,"Classical"
49263,"Jamiroquai","Shake It On",51,0.0183,0.767,314493,0.624,0.171,"C#",0.0674,-7.496,"Major",0.0543,120.003,"4-Apr",0.218,"Jazz"
24554,"Nobuo Uematsu","The Prelude",37,0.851,0.248,172427,0.433,0.111,"C",0.12,-14.694,"Major",0.0442,108.904,"4-Apr",0.0391,"Anime"
78651,"Sergei Rachmaninoff","10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia",48,0.993,0.359,237987,0.282,0.902,"G",0.111,-13.651,"Minor",0.0358,106.323,"4-Apr",0.177,"Classical"
22619,"The White Stripes","The Union Forever",32,0.702,0.5,206333,0.494,0.00104,"F",0.0628,-4.574,"Major",0.0499,68.983,"4-Apr",0.0735,"Blues"
58343,"Arcade Fire","Good God Damn",51,0.0927,0.799,214427,0.496,0.00293,"B",0.31,-8.304,"Minor",0.0391,127.999,"4-Apr",0.5,"Alternative"
44420,"Bruce Faulconer","Groovy Discotech",11,0.639,0.642,95440,0.438,0.446,"C#",0.113,-14.543,"Major",0.0366,120.25,"4-Apr",0.0752,"Anime"
53559,"Big Brother & The Holding Company","Flower In the Sun",32,0.134,0.541,183707,0.54,0,"F#",0.445,-10.7,"Minor",0.166,134.33,"4-Apr",0.643,"Blues"
88289,"alt-J","Matilda",57,0.779,0.576,227920,0.653,0.361,"D",0.113,-9.132,"Major",0.03,147.867,"4-Apr",0.209,"Rock"
21568,"Colin James","See That My Grave Is Kept Clean",40,0.82,0.604,183312,0.0518,9.22e-05,"F#",0.119,-14.453,"Major",0.0506,133.217,"4-Apr",0.399,"Blues"
42263,"Kevin Penkin","Days in the Sun",26,0.755,0.462,109467,0.319,0.652,"C",0.0999,-14.789,"Major",0.034,79.851,"4-Apr",0.135,"Anime"
20201,"Art Tatum","Tea for Two",53,0.991,0.358,193867,0.452,0.864,"C#",0.14,-13.02,"Major",0.0347,166.973,"4-Apr",0.525,"Jazz"
22150,"Eminem","Just Lose It",61,0.0705,0.949,-1,0.646,1.14e-05,"F",0.213,-3.728,"Minor",0.0484,121.007,"4-Apr",0.927,"Rap"
53457,"Mac Miller","Goosebumpz (Bonus Track)",49,0.00589,0.668,202351,0.804,0,"A",0.145,-5.234,"Major",0.24,144.111,"4-Apr",0.598,"Rap"
52361,"Robert Johnson","Me and the Devil Blues",44,0.931,0.717,154667,0.111,0.0001629999999999,"B",0.107,-13.805,"Major",0.0873,82.181,"4-Apr",0.15,"Blues"
83202,"Falcom Sound Team jdk","The Fate of the Fairies",10,1.49e-05,0.405,195351,0.952,0.854,"C",0.27,-6.491,"Minor",0.0568,170.015,"4-Apr",0.812,"Anime"
62209,"Mo' Horizons","Soho Vibes",33,0.135,0.744,271693,0.563,0.626,"A#",0.133,-12.188,"Minor",0.0361,156.018,"4-Apr",0.87,"Electronic"
89619,"Mac Dre","Get Stupid",51,0.279,0.844,242627,0.54,0,"A#",0.0823,-6.1,"Minor",0.306,91.053,"4-Apr",0.654,"Rap"
61252,"Phil Vassar","Six-Pack Summer",40,0.508,0.725,219827,0.733,0,"C",0.173,-6.66,"Major",0.0242,100.311,"4-Apr",0.843,"Country"
87908,"Snavs","Get Away",39,0.00198,0.614,214839,0.659,5.14e-05,"F",0.169,-6.764,"Minor",0.0419,93.046,"4-Apr",0.202,"Electronic"
48099,"empty_field","Gabby",51,0.00909,0.498,-1,0.78,0.16,"A",0.25,-4.947,"Major",0.201,156.772,"4-Apr",0.657,"Hip-Hop"
34818,"Stereolab","Pack Yr Romantic Mind",47,0.026,0.525,306133,0.359,0.763,"G",0.0997,-15.682,"Major",0.0274,133.709,"4-Apr",0.761,"Electronic"
70206,"TroyBoi","Hooper (feat. Healthy Chill)",32,0.0513,0.75,171429,0.843,0.00765,"G#",0.237,-2.518,"Minor",0.274,140.05,"4-Apr",0.735,"Electronic"
24059,"The California Honeydrops","When It Was Wrong",46,0.716,0.755,272573,0.807,1.25e-06,"G#",0.245,-6.08,"Minor",0.0784,114.053,"4-Apr",0.904,"Blues"
79625,"Kota the Friend","Hollywood",56,0.521,0.844,241679,0.646,0,"F#",0.0952,-5.746,"Major",0.243,88.011,"4-Apr",0.684,"Alternative"
72867,"Peter Frampton","Nassau/Baby I Love Your Way",35,0.405,0.527,350840,0.376,0.0002529999999999,"G",0.135,-9.901,"Major",0.0299,134.864,"4-Apr",0.342,"Blues"
35489,"POLKADOT STINGRAY","The Mermaid",32,0.0165,0.579,215432,0.855,9.17e-06,"G#",0.122,-3.658,"Major",0.037,127.344,"4-Apr",0.823,"Anime"
35327,"Mikuni Shimokawa","Kimi Ga Irukara",36,0.0507,0.412,266347,0.715,3.03e-06,"A",0.127,-5.644,"Major",0.0407,187.863,"4-Apr",0.433,"Anime"
33432,"Mili","Every Other Ghost",27,0.858,0.43,-1,0.192,0.0487,"C",0.109,-14.29,"Minor",0.0314,115.998,"4-Apr",0.0391,"Anime"
70249,"Crumb","Vinta",55,0.0132,0.421,299960,0.727,0.565,"G#",0.223,-8.273,"Minor",0.0365,112.603,"4-Apr",0.486,"Rock"
59289,"Türküm","Demons",41,0.00242,0.479,151795,0.909,0.956,"G",0.354,-6.626,"Major",0.0535,116.986,"4-Apr",0.408,"Electronic"
88008,"Darell","Caliente",79,0.156,0.894,240307,0.796,0.000106,"B",0.118,-3.119,"Minor",0.0807,99.993,"4-Apr",0.408,"Hip-Hop"
43002,"Bonobo","Kota",29,0.222,0.745,324693,0.599,0.886,"A#",0.379,-11.532,"Minor",0.0384,119.835,"4-Apr",0.349,"Electronic"
60856,"Ski Mask The Slump God","Adults Swim",68,0.0242,0.894,106160,0.529,0,"B",0.13,-10.461,"Major",0.399,144.959,"4-Apr",0.7,"Rap"
90514,"Thompson Square","With or Without You",40,0.769,0.682,235947,0.253,0,"C#",0.0984,-9.568,"Major",0.0266,104.942,"4-Apr",0.105,"Country"
84999,"Yasuharu Takanashi","Fairy Tail Main Theme - Piano Ver.",40,0.989,0.709,148840,0.064,0.885,"G",0.121,-20.351,"Major",0.0532,73.042,"4-Apr",0.234,"Anime"
47913,"FLOW","World End",39,0.0001139999999999,0.422,227920,0.966,0,"C",0.332,-2.975,"Major",0.0567,178.376,"4-Apr",0.684,"Anime"
77444,"Sergei Rachmaninoff","Vespers, Op.37: VI. Bogoroditse Devo",24,0.994,0.146,187200,0.016,0.896,"E",0.0983,-26.88,"Major",0.0374,97.102,"4-Apr",0.0377,"Classical"
27683,"Moby","Extreme Ways (Jason Bourne)",46,0.00139,0.449,297560,0.967,0.000455,"E",0.222,-4.253,"Minor",0.106,104.478,"4-Apr",0.176,"Electronic"
80366,"gianni & kyle","foreign",61,0.539,0.726,192000,0.395,0,"E",0.169,-11.245,"Minor",0.207,140.032,"4-Apr",0.561,"Rap"
71509,"Powerman 5000","When Worlds Collide",60,0.00133,0.574,-1,0.892,0,"B",0.29,-4.73,"Major",0.0967,143.884,"4-Apr",0.667,"Alternative"
49973,"empty_field","Arigatou",39,0.0981,0.527,359813,0.744,0,"C",0.299,-4.321,"Major",0.0294,79.042,"4-Apr",0.341,"Anime"
50401,"Johnny Hartman","I See Your Face Before Me",52,0.921,0.395,279200,0.0353,0.000136,"A#",0.106,-23.905,"Major",0.0354,106.883,"1-Apr",0.137,"Jazz"
89095,"Queen","Seven Seas Of Rhye - Remastered 2011",60,0.108,0.349,168973,0.891,0.0138,"D",0.232,-6.026,"Major",0.122,126.622,"4-Apr",0.4,"Rock"
61537,"Kiroro","長い間 - Remastered",39,0.788,0.57,283840,0.504,0,"F",0.0995,-6.851,"Major",0.0286,122.892,"4-Apr",0.347,"Anime"
30950,"Deap Vally","Baby I Call Hell",40,0.000636,0.384,180400,0.917,4.35e-05,"A",0.409,-4.516,"Minor",0.194,79.478,"4-Apr",0.443,"Blues"
40528,"Monkey Majik","Fall Apart",17,0.212,0.728,201773,0.745,0.0704,"A#",0.108,-6.813,"Minor",0.0369,128.956,"4-Apr",0.825,"Anime"
57971,"Gabriel Kahane","Black Garden (2673 Dundee Pl.)",23,0.964,0.313,173120,0.189,0.000247,"D#",0.103,-16.824,"Major",0.0501,94.682,"5-Apr",0.361,"Classical"
48528,"KAYTRANADA","LITE SPOTS",55,0.0342,0.884,230920,0.549,0.0724,"C#",0.112,-11.683,"Major",0.471,120.462,"4-Apr",0.394,"Hip-Hop"
31539,"Ivan Ave","Keep Looking - Instrumental",34,0.0893,0.69,137379,0.773,9.15e-05,"A",0.294,-10.003,"Minor",0.24,84.986,"4-Apr",0.882,"Jazz"
23299,"Dessa","Congratulations",54,0.345,0.686,131000,0.611,0,"B",0.145,-8.266,"Major",0.116,95.983,"4-Apr",0.408,"Hip-Hop"
46438,"Jerry Reed","East Bound and Down",61,0.369,0.518,166733,0.913,0,"G",0.289,-10.616,"Major",0.0559,165.984,"4-Apr",0.774,"Country"
65998,"Rob Dougan","Clubbed to Death - Kurayamino Variation",46,0.0116,0.377,447427,0.65,0.827,"D",0.346,-10.277,"Minor",0.0284,101.547,"4-Apr",0.0978,"Electronic"
53177,"Kronos Quartet","Vanishing Lines",14,0.963,0.168,329347,0.108,0.000249,"B",0.0704,-14.3,"Minor",0.0364,167.217,"3-Apr",0.135,"Classical"
38784,"BACK-ON","a day dreaming...",22,0.104,0.57,235307,0.623,0,"G#",0.408,-8.76,"Major",0.0311,148.966,"4-Apr",0.656,"Anime"
63812,"Claude Debussy","Préludes, Livre 1, L. 117: 3. Le vent dans la plaine. Animé",32,0.991,0.306,113053,0.147,0.905,"B",0.159,-23.548,"Major",0.0427,76.357,"4-Apr",0.0351,"Classical"
85346,"empty_field","The Warmth",50,0.0139,0.594,-1,0.679,0.0108,"C",0.18,-7.488,"Major",0.0598,147.028,"4-Apr",0.351,"Rock"
27085,"Justice","TTHHEE PPAARRTTYY - Live Version",31,0.268,0.477,166987,0.998,0.635,"G",0.553,-2.419,"Major",0.272,127.427,"4-Apr",0.0848,"Electronic"
50051,"Drake","Glow",61,0.227,0.669,206120,0.385,0,"C",0.7,-8.901,"Major",0.378,162.039,"4-Apr",0.391,"Rap"
83718,"Moneybagg Yo","Fed Baby’s",50,0.72,0.747,187034,0.656,0,"B",0.291,-6.995,"Major",0.23,145.053,"4-Apr",0.707,"Hip-Hop"
45222,"Mary Wells","You Beat Me To The Punch",25,0.787,0.735,165360,0.62,0,"B",0.191,-8.412,"Minor",0.0353,113.519,"4-Apr",0.968,"Blues"
69654,"Tosca","Dr. Dings",52,0.411,0.874,214816,0.603,0.599,"A",0.106,-8.709,"Minor",0.0324,110.023,"4-Apr",0.649,"Jazz"
44874,"Wolfgang Amadeus Mozart","Sonata for 2 Pianos in D Major, K.448/375a: III. Allegro molto",29,0.992,0.366,376267,0.0603,0.933,"D",0.0681,-28.625,"Major",0.0359,135.658,"4-Apr",0.43,"Classical"
59271,"Brett Eldredge","On And On",42,0.232,0.685,188467,0.581,0,"G#",0.101,-6.179,"Major",0.0456,183.895,"4-Apr",0.718,"Country"
41609,"Gregg Allman","Willin’",25,0.0115,0.521,216013,0.678,6.77e-06,"G",0.183,-6.678,"Major",0.0359,128.207,"3-Apr",0.419,"Blues"
61844,"Hank Williams, Jr.","Are You Ready For The Country",39,0.000582,0.578,-1,0.845,1.18e-05,"A",0.375,-4.229,"Minor",0.0314,115.032,"4-Apr",0.515,"Country"
64681,"10cc","The Things We Do For Love",65,0.163,0.637,207573,0.528,0,"C#",0.122,-9.837,"Major",0.0394,106.949,"4-Apr",0.781,"Rock"
64801,"Kari Jobe","I Am Not Alone - Live",55,0.877,0.451,333053,0.319,5.53e-05,"E",0.274,-7.119,"Major",0.0309,135.485,"4-Apr",0.197,"Alternative"
69961,"The Band","Chest Fever - Remastered",37,0.0753,0.439,-1,0.696,0.197,"E",0.0846,-7.911,"Major",0.0405,99.72,"4-Apr",0.307,"Blues"
67987,"Wiz Khalifa","Alright (feat. Trippie Redd & Preme)",72,0.00988,0.708,177865,0.661,0,"F#",0.135,-5.028,"Minor",0.11,155.962,"4-Apr",0.293,"Rap"
46200,"Foreigner","I Want to Know What Love Is",77,0.193,0.477,-1,0.471,1.76e-06,"F#",0.131,-10.036,"Major",0.0277,81.204,"4-Apr",0.423,"Rock"
40603,"Brother Dege","Too Old To Die Young",49,0.0477,0.735,223213,0.578,0.0002299999999999,"D",0.231,-6.329,"Minor",0.0292,111.99,"4-Apr",0.736,"Blues"
73468,"Jan Johansson","One for my baby",55,0.987,0.58,256187,0.083,0.879,"F",0.108,-17.358,"Major",0.0326,64.696,"4-Apr",0.157,"Jazz"
36023,"Robert Johnson","Come On In My Kitchen - Take 2",27,0.974,0.615,169160,0.032,1.73e-06,"F#",0.111,-16.305,"Minor",0.119,88.454,"4-Apr",0.222,"Blues"
53315,"Ladytron","White Elephant - Strange Fruit Remix",41,0.0079099999999999,0.519,223004,0.728,0.0818,"B",0.174,-8.145,"Major",0.0449,112.999,"4-Apr",0.059,"Electronic"
57890,"Axel Boy","Gas Mark 10",33,0.0631,0.555,259200,0.959,0.172,"F",0.0935,-2.937,"Minor",0.0489,150.08,"4-Apr",0.534,"Electronic"
74527,"Howard Shore","The Road Goes Ever On... Pt. 2 / ""In Dreams"" (feat. Edward Ross)",36,0.961,0.0772,221227,0.143,0.724,"A",0.103,-18.892,"Major",0.0423,69.973,"3-Apr",0.0385,"Classical"
30407,"Dave Koz","Before I Let Go",42,0.149,0.749,294947,0.753,0.696,"F",0.195,-6.45,"Minor",0.0376,101.987,"4-Apr",0.92,"Jazz"
88478,"Cale Dodds","People Watching",37,0.0102,0.603,158208,0.888,0,"C#",0.264,-6.74,"Major",0.0398,98.031,"4-Apr",0.813,"Country"
76821,"Frankie Ruiz","Mujer",36,0.473,0.616,322107,0.832,1.02e-06,"G#",0.088,-4.728,"Major",0.0324,100.36,"4-Apr",0.89,"Jazz"
90225,"OutKast","Git Up, Git Out",51,0.0196,0.841,447027,0.578,0,"E",0.137,-8.341,"Minor",0.426,83.222,"4-Apr",0.559,"Hip-Hop"
72007,"Etsuko Yakushimaru","AfterSchoolDi (e) stra (u) ction (Spell remix)",16,0.279,0.661,284416,0.571,0.0509,"G",0.459,-8.987,"Major",0.033,132.061,"4-Apr",0.499,"Anime"
84480,"James Ingram","I Don't Have the Heart",64,0.658,0.487,253507,0.423,0,"D",0.109,-8.181,"Major",0.0243,88.883,"4-Apr",0.334,"Rock"
67541,"Nikolaus Harnoncourt","Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",42,0.991,0.138,181400,0.0318,0.735,"D",0.348,-25.741,"Minor",0.0363,145.926,"3-Apr",0.0491,"Classical"
33664,"Joey Trap","Mr. Incredible",56,0.125,0.677,98131,0.797,0,"C#",0.17,-4.926,"Major",0.193,160.025,"4-Apr",0.391,"Hip-Hop"
32238,"Tab Benoit","Shelter Me",35,0.212,0.712,-1,0.493,4.37e-06,"D",0.203,-11.094,"Major",0.0359,92.916,"4-Apr",0.699,"Blues"
50183,"Johannes Brahms","Symphony No. 1 in C Minor, Op. 68: III. Un poco allegretto e grazioso (Recorded 1960)",0,0.962,0.161,336587,0.108,0.927,"G#",0.147,-19.156,"Major",0.0384,74.429,"4-Apr",0.129,"Classical"
90944,"Mississippi John Hurt","Make Me A Pallet On Your Floor",34,0.937,0.659,273867,0.0892,0.185,"F",0.11,-24.304,"Major",0.0345,98.443,"4-Apr",0.756,"Blues"
83326,"Tricky","The Only Way",49,0.248,0.656,291040,0.421,0.775,"E",0.1,-8.528,"Major",0.0291,120.012,"4-Apr",0.1,"Jazz"
68667,"Kash Doll","For Everybody",53,0.0645,0.75,244400,0.703,0,"A#",0.0737,-4.616,"Minor",0.285,133.461,"4-Apr",0.27,"Hip-Hop"
58019,"Tyler, The Creator","435",60,0.00247,0.539,93840,0.804,0.000185,"A#",0.463,-5.504,"Minor",0.172,85.752,"4-Apr",0.798,"Rap"
43731,"Frédéric Chopin","Polonaise No. 3 in A Major, Op. 40, No. 1, ""Military""",42,0.983,0.378,362027,0.147,0.847,"A",0.101,-20.691,"Major",0.033,71.316,"3-Apr",0.151,"Classical"
46198,"Luigi Boccherini","Quintetto in Do Maggiore La Musica Notturna Delle Strade Di Madrid Op. 30, No. 6, G. 324: Passa Calle - Allegro Vivo",37,0.934,0.52,110960,0.0513,0.925,"G",0.134,-28.971,"Major",0.043,101.977,"3-Apr",0.52,"Classical"
54810,"Eminem","Lose Yourself - From ""8 Mile"" Soundtrack",81,0.00704,0.698,326467,0.732,0.000647,"D",0.359,-4.522,"Major",0.266,129.968,"4-Apr",0.0689,"Hip-Hop"
41193,"Valentino Khan","Mayday",28,3.51e-05,0.683,-1,0.807,0.609,"E",0.0984,-6.107,"Minor",0.0541,108.013,"4-Apr",0.191,"Electronic"
41809,"Meek Mill","Check",57,0.000268,0.672,194463,0.573,0,"C#",0.109,-7.708,"Major",0.277,179.953,"4-Apr",0.693,"Hip-Hop"
38920,"Foals","Moonlight",60,0.648,0.443,159394,0.489,0.424,"F#",0.131,-6.932,"Minor",0.0348,124.031,"4-Apr",0.0517,"Rock"
36121,"The Black Keys","These Days",42,0.746,0.436,311840,0.288,0.00208,"G",0.098,-10.726,"Major",0.0315,117.482,"4-Apr",0.268,"Alternative"
40157,"Tim Hicks","Stronger Beer",37,0.301,0.712,183609,0.538,0,"D",0.798,-6.395,"Major",0.0322,93.001,"4-Apr",0.677,"Country"
83562,"Levon Helm","The Weight",29,0.247,0.388,373480,0.883,0,"A#",0.869,-5.727,"Major",0.113,161.061,"4-Apr",0.502,"Blues"
88290,"Rogue Wave","Eyes",61,0.821,0.642,148867,0.462,2.55e-06,"C#",0.106,-8.026,"Major",0.0294,130.018,"4-Apr",0.484,"Rock"
51734,"YONAKA","Bad Company",47,0.011,0.521,-1,0.856,0,"B",0.31,-3.499,"Minor",0.0511,136.985,"4-Apr",0.454,"Alternative"
33992,"The Wanton Bishops","Waslaha",31,0.12,0.464,-1,0.925,0,"C#",0.0772,-4.251,"Major",0.322,81.76,"4-Apr",0.508,"Blues"
22176,"Nickelback","Photograph",67,0.000932,0.513,258920,0.877,0.0001629999999999,"G#",0.136,-3.756,"Major",0.0292,145.919,"4-Apr",0.389,"Rock"
45477,"Beastie Boys","Sure Shot - 1999 - Remaster",47,0.355,0.701,200173,0.813,0,"C#",0.136,-7.889,"Major",0.15,97.865,"4-Apr",0.52,"Alternative"
63605,"Barely Alive","Odyssey",36,0.00059,0.591,157200,0.954,0.219,"D#",0.201,-0.911,"Minor",0.11,149.897,"4-Apr",0.0584,"Electronic"
61168,"Kleintierschaukel","Motomia",50,0.305,0.979,403530,0.432,0.9,"F",0.105,-11.704,"Minor",0.208,122.019,"4-Apr",0.455,"Electronic"
49065,"MC5","Miss X",32,0.00382,0.378,307733,0.537,0.000589,"C",0.222,-7.76,"Major",0.0316,75.212,"4-Apr",0.34,"Blues"
78637,"Patrick Sweany","Every Night Every Day",24,0.177,0.352,-1,0.529,0.00917,"F",0.0909,-6.465,"Major",0.0377,176.704,"3-Apr",0.381,"Blues"
23372,"Superfly","Bloom",32,0.681,0.466,235191,0.519,0,"F#",0.132,-4.722,"Major",0.0272,73.994,"4-Apr",0.371,"Anime"
83138,"empty_field","The Matrimony (feat. Usher)",56,0.438,0.416,395951,0.712,0,"F",0.0642,-6.671,"Minor",0.384,78.015,"4-Apr",0.581,"Rap"
72395,"RKCB","Till We're in the Sea",49,0.617,0.706,222712,0.505,0.000103,"C",0.381,-8.277,"Major",0.0398,118.038,"3-Apr",0.153,"Alternative"
52346,"Coheed and Cambria","Time Consumer",41,0.000437,0.294,341693,0.959,5.32e-05,"D",0.0858,-2.794,"Minor",0.0627,139.949,"4-Apr",0.481,"Alternative"
57800,"Lang Lang","River Waltz",50,0.952,0.523,142560,0.0697,0.883,"A#",0.0686,-23.704,"Minor",0.0356,115.688,"3-Apr",0.165,"Classical"
42265,"empty_field","Ya Digg",52,0.0372,0.788,173675,0.43,0,"A#",0.111,-14.682,"Minor",0.282,100.014,"4-Apr",0.257,"Rap"
69553,"A Boogie Wit da Hoodie","Say A'",67,0.391,0.831,214854,0.814,0,"F",0.109,-5.18,"Major",0.474,161.041,"4-Apr",0.846,"Rap"
47325,"Kenny Rogers","The Gambler",70,0.342,0.671,214880,0.501,0,"E",0.194,-13.119,"Major",0.0594,87.038,"4-Apr",0.86,"Rock"
42871,"Guy","Groove Me",48,0.0235,0.805,273760,0.634,0,"C#",0.342,-14.051,"Major",0.0794,106.965,"4-Apr",0.74,"Hip-Hop"
47002,"Trevor Daniel","Never",51,0.0139,0.695,-1,0.798,0,"G",0.118,-5.509,"Major",0.0463,90.024,"4-Apr",0.257,"Alternative"
49206,"Hank Williams","Kaw-Liga - Single Version",39,0.817,0.636,153693,0.382,0,"B",0.234,-7.649,"Minor",0.0329,111.216,"4-Apr",0.69,"Country"
35613,"Judy Garland","We're Off to See the Wizard",38,0.848,0.522,37440,0.445,0.000227,"G#",0.206,-16.359,"Major",0.118,110.773,"4-Apr",0.714,"Jazz"
73030,"Casting Crowns","Just Be Held",56,0.623,0.526,-1,0.657,0,"C",0.159,-6.399,"Major",0.0342,85.904,"4-Apr",0.265,"Alternative"
69962,"Newsboys","God's Not Dead (Like A Lion)",59,0.000479,0.516,258453,0.905,0,"B",0.198,-5.613,"Major",0.0399,129.999,"4-Apr",0.612,"Alternative"
64607,"Breaking Benjamin","Hollow",56,1.88e-05,0.346,231053,0.846,0.000858,"C#",0.117,-4.796,"Minor",0.0621,143.152,"4-Apr",0.28,"Rap"
50694,"Gojira","L'Enfant Sauvage",53,0.000146,0.143,257733,0.995,0.438,"G#",0.364,-5.698,"Major",0.185,108.005,"3-Apr",0.079,"Alternative"
72187,"Ambrosia","How Much I Feel (45 Version)",50,0.287,0.679,285200,0.333,0,"E",0.14,-16.379,"Major",0.0289999999999999,98.842,"4-Apr",0.565,"Rock"
55908,"Simply Red","If You Don't Know Me By Now - 2008 Remastered Version",71,0.492,0.638,204000,0.352,0,"A#",0.105,-9.266,"Major",0.0268,94.173,"3-Apr",0.204,"Rock"
55518,"Metronomy","The Look",69,0.623,0.638,-1,0.535,0.0391,"A",0.0837,-7.792,"Minor",0.0415,84.947,"4-Apr",0.504,"Electronic"
33644,"Wolfgang Amadeus Mozart","La clemenza di Tito, K. 621, Act I: Ma chè? Sempre l'istesso",0,0.975,0.427,143987,0.0697,0,"D",0.629,-27.031,"Major",0.122,86.317,"4-Apr",0.0993,"Classical"
28800,"Shy Girls","Lay And Be Lonely",46,0.704,0.737,181013,0.448,7e-04,"C",0.121,-10.379,"Major",0.0505,90.004,"4-Apr",0.202,"Alternative"
48835,"Johann Sebastian Bach","Suites for Cello, Suite No. 2 in D minor BWV 1008: Courante",28,0.992,0.504,124760,0.172,0.904,"D",0.109,-22.066,"Minor",0.054,103.694,"3-Apr",0.884,"Classical"
57789,"Mike Ryan","Dry County Drive",37,0.0195,0.426,254310,0.924,0,"F#",0.336,-3.968,"Minor",0.0537,133.022,"4-Apr",0.498,"Country"
70785,"Gov't Mule","Traveling Tune, Pt. 1 (Live)",29,0.0653,0.435,202107,0.79,6.29e-06,"B",0.696,-6.306,"Major",0.0341,79.365,"4-Apr",0.423,"Blues"
66124,"Mudvayne","Dig",62,9.62e-05,0.623,162293,0.983,0.0617,"B",0.261,-3.548,"Minor",0.151,134.975,"4-Apr",0.271,"Rap"
74169,"Justin Moore","Good Ole American Way",43,0.105,0.402,167160,0.831,1.28e-06,"G#",0.105,-5.276,"Major",0.0597,82.336,"4-Apr",0.635,"Country"
52669,"Marilyn Manson","This is Halloween - Pop Version",44,0.104,0.483,202333,0.944,5.6e-05,"F",0.0936,-6.355,"Minor",0.211,140.065,"4-Apr",0.327,"Alternative"
23628,"Antonio Vivaldi","Vivaldi: Violin Concerto in G Minor, RV 315 ""L'estate"" (No. 2 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): II. Adagio",38,0.922,0.165,140707,0.0255,0.256,"G",0.197,-28.719,"Minor",0.0521,92.452,"3-Apr",0.0546,"Classical"
77215,"Kendrick Lamar","untitled 07 | levitate",56,0.543,0.793,146467,0.485,0,"C#",0.115,-8.742,"Major",0.206,139.993,"4-Apr",0.539,"Hip-Hop"
77947,"Jason Derulo","Try Me - feat. Jennifer Lopez & Matoma",62,0.0157,0.579,200240,0.68,0,"G#",0.0699,-5.634,"Major",0.076,100.033,"4-Apr",0.211,"Hip-Hop"
24983,"majiko","マッシュルーム",27,0.393,0.595,257667,0.829,0,"G",0.102,-4.956,"Major",0.0593,148.036,"4-Apr",0.777,"Anime"
36128,"Blake Shelton","Sure Be Cool If You Did",57,0.255,0.576,215720,0.726,0,"B",0.108,-4.625,"Major",0.035,136.802,"4-Apr",0.582,"Country"
72302,"Rob Zombie","Never Gonna Stop (The Red, Red Kroovy)",50,6.39e-05,0.617,189133,0.85,2.93e-05,"C",0.481,-4.543,"Major",0.0325,125.03,"4-Apr",0.589,"Alternative"
47699,"Santana","Taboo",26,0.308,0.352,334227,0.723,0.244,"E",0.0716,-12.419,"Minor",0.0711,175.272,"4-Apr",0.415,"Blues"
23924,"Wolfgang Amadeus Mozart","Piano Concerto No. 14 in E-Flat Major, K. 449: II. Andantino (Live)",0,0.989,0.274,395907,0.0363,0.922,"A#",0.286,-25.909,"Major",0.0355,80.816,"4-Apr",0.107,"Classical"
23067,"amazarashi","Philosophy",31,0.0205,0.49,282053,0.969,3.71e-06,"B",0.366,-2.631,"Major",0.101,177.018,"4-Apr",0.711,"Anime"
